price,Address,area,Bedrooms,Bathrooms,Balcony,parking,Lift,Price_sqft
21000000,"Santacruz East, Mumbai, Sundar Nagar - Kalina, Mumbai - Western Suburbs, Maharashtra",840,2,2,1,2,2,25000
25000000,"Versova, Lokhandwala Circl Andheri West Maharashtra, India., Versova, Mumbai - Western Suburbs, Maharashtra",1400,3,3,1,1,2,17857.14286
12500000,"Lords Nahur West, Nahur West, Mumbai - Central Line, Maharashtra",890,2,2,1,1,1,14044.94382
21500000,"401., Paranjape Nagar, Mumbai - Western Suburbs, Maharashtra",750,2,2,1,1,1,28666.66667
26400000,"Kandivali East, Mumbai, Thakur Village, Mumbai - North Mumbai, Maharashtra",1330,3,3,1,1,2,19849.62406
33000000,"off veera desai road near country club andheri west Mumbai Maharashtra 400053, Andheri West, Mumbai - Western Suburbs, Maharashtra",1700,4,4,1,2,4,19411.76471
80000000,"Marine Lines, Mumbai - South Mumbai, Maharashtra",2400,4,4,2,1,1,33333.33333
17500000,"Amberley Tower, Silver Skyline, CTS Number 826-B, Plot Number 38, Sonal Co-Operative Housing Society, Manish Nagar Road, Four Bungalows, Andheri (West), Mumbai, Maharashtra, India 400053, Four Bungalows, Mumbai - Western Suburbs, Maharashtra",661,2,2,2,2,10,26475.03782
85000000,"Rustomjee Seasons Madhusudan Kalelkar Rd near MIG Colony Kala Nagar Bandra East Mumbai Maharashtra 400051, Bandra East, Mumbai - Western Suburbs, Maharashtra",2100,4,4,1,3,3,40476.19048
14500000,"303., Kandarpada, Mumbai - North Mumbai, Maharashtra",780,2,2,1,1,1,18589.74359
75000000,"17., Nagpada, Mumbai - South Mumbai, Maharashtra",2475,3,3,1,2,3,30303.0303
4950000,"Virar West Global City, Virar West, Mumbai - Mira Road and Beyond, Maharashtra",943,2,2,1,1,1,5249.204666
76000000,"Worli, Mumbai, Worli, Mumbai - South Mumbai, Maharashtra",2100,3,4,4,2,6,36190.47619
16000000,"LLyods Estate, Wadala, Mumbai - Harbour Line, Maharashtra",858,2,2,1,1,2,18648.01865
46000000,"Lower Parel, Mumbai, Lower Parel, Mumbai - South Mumbai, Maharashtra",1200,2,2,1,1,5,38333.33333
148800000,"Naman Residency G Block Bandra Kurla Complex Bandra East Mumbai Maharashtra 400051, Bandra East, Mumbai - Western Suburbs, Maharashtra",3200,3,5,4,3,3,46500
40000000,"Khar West, Mumbai., Khar West, Mumbai - Western Suburbs, Maharashtra",1200,2,3,2,1,2,33333.33333
44400000,"Chembur, Mumbai, Chembur Colony, Mumbai - Harbour Line, Maharashtra",1275,4,4,1,1,2,34823.52941
35000000,"I B patel Road, Goregaon East, Mumbai - Western Suburbs, Maharashtra",1060,3,3,1,1,2,33018.86792
85000000,"Jehangir boman Behram marg, Mumbai Central, Mumbai - South Mumbai, Maharashtra",2650,4,5,5,2,4,32075.4717
65000000,"L., Parel, Mumbai - South Mumbai, Maharashtra",2300,3,4,2,1,1,28260.86957
88000000,"piramal aranya, Byculla, Mumbai - South Mumbai, Maharashtra",2600,4,4,1,2,6,33846.15385
26000000,"Model Residency Cooperative Housing Society Bapurao Jagtap Marg Jacob Circle Mumbai Maharashtra 400011, Jacob Circle, Mumbai - South Mumbai, Maharashtra",1130,2,2,1,1,2,23008.84956
21000000,"Mount Everest Cooperative Housing Society Bhakti Park Wadala East Mumbai Maharashtra 400037, Bhakti Park, Mumbai - Harbour Line, Maharashtra",930,2,2,1,1,2,22580.64516
22700000,"Andheri East, Mumbai, Marol, Mumbai - Western Suburbs, Maharashtra",1250,2,2,1,1,3,18160
22200000,"Orlem Malad West Mumbai., Orlem, Mumbai - North Mumbai, Maharashtra",975,2,2,1,1,3,22769.23077
22500000,"Mira Road, Mumbai, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1665,3,3,3,2,4,13513.51351
37500000,"Wadala East, Mumbai - Harbour Line, Maharashtra",2000,3,4,4,2,4,18750
32000000,"Parel, Mumbai, Parmanand Wadi, Mumbai - South Mumbai, Maharashtra",1365,2,2,1,1,3,23443.22344
60000000,"Near Indradarshan, Andheri West, Mumbai, Lokhandwala Complex, Mumbai - Western Suburbs, Maharashtra",1800,4,4,1,2,2,33333.33333
18500000,"Ghatkopar West, Mumbai, Ghatkopar West, Mumbai - Central Line, Maharashtra",1100,2,2,1,1,4,16818.18182
25000000,"sion, Sion, Mumbai - Central Mumbai, Maharashtra",1300,2,2,1,1,1,19230.76923
24500000,"Kohinoor City Phase 3, Kurla West, Mumbai - Central Line, Maharashtra",1512,3,3,3,1,2,16203.7037
15500000,"Tilak Nagar - Harbour Line, Mumbai, Tilak Nagar - Harbour Line, Mumbai - Harbour Line, Maharashtra",1000,2,2,1,1,2,15500
6000000,"Vasant Nagari Vasai East Mumbai., Vasai East, Mumbai - Mira Road and Beyond, Maharashtra",770,2,2,1,1,1,7792.207792
21000000,"Arahant Cooperative Housing Society Yeshwant Nagar Road Vakola Santacruz East Mumbai Maharashtra 400055, Vakola, Mumbai - Western Suburbs, Maharashtra",920,2,2,1,1,1,22826.08696
53000000,"Dadar west, Dadar West, Mumbai - South Mumbai, Maharashtra",1551,3,3,1,1,1,34171.50226
16700000,"Adjacent to Lake Homes, Near S. M. Shetty School, Powai, Mumbai, Maharashtra 400076, Powai, Mumbai - Central Line, Maharashtra",1086,2,2,1,1,4,15377.53223
29200000,"Chembur east., Chembur Colony, Mumbai - Harbour Line, Maharashtra",1587,3,3,1,2,2,18399.4959
120000000,"Next to Vyoming, Little Gibs Road, W I Club, Malabar Hill, Mumbai 400006, Malabar Hill, Mumbai - South Mumbai, Maharashtra",1700,2,3,1,1,2,70588.23529
31500000,"T J Road Sewri, Mumbai 400015, Sewri, Mumbai - Harbour Line, Maharashtra",960,2,2,1,1,1,32812.5
60000000,"JVLR-Jogeshwari Vikhroli Link Road, Mumbai - Western Suburbs, Maharashtra",2600,4,6,1,3,4,23076.92308
100000000,"Prabhadevi, Prabhadevi, Mumbai - South Mumbai, Maharashtra",2000,3,3,1,1,1,50000
62500000,"Balmonts Tower, S B Cross Lane, Matunga West, Mumbai 400016, Central Government Staff Colony, Mumbai - Central Mumbai, Maharashtra",1800,3,4,1,2,2,34722.22222
40000000,"Worli, Mumbai, Gopal Nagar, Mumbai - South Mumbai, Maharashtra",1250,2,2,1,1,5,32000
27200000,"Lloyds Estate Adjacent To Dosti Eastern Bay, Vidyalankar College Road, Wadala East, Wadala East, Mumbai - Harbour Line, Maharashtra",1315,3,3,1,1,3,20684.41065
16500000,"central avenue road harbour line mumbai, Chembur, Mumbai - Harbour Line, Maharashtra",1010,2,2,1,1,1,16336.63366
65000000,"Babulnath, Babulnath, Mumbai - South Mumbai, Maharashtra",1500,2,3,2,2,2,43333.33333
25000000,"Malad West, Near Movietime, Evershine Nagar, Mumbai - North Mumbai, Maharashtra",1350,3,3,1,1,1,18518.51852
16500000,"acc  cement road, Mulund West, Mumbai - Central Line, Maharashtra",1200,3,2,3,1,2,13750
52500000,"l.b.s.marg, near Veena Nagar, Mulund West, Mumbai - Central Line, Maharashtra",1585,4,5,3,1,1,33123.02839
75000000,"Worli, Mumbai, Worli, Mumbai - South Mumbai, Maharashtra",3300,3,4,4,2,4,22727.27273
13200000,"Kanjurmarg West, Mumbai, Hanuman Tekdi, Mumbai - Central Line, Maharashtra",700,2,2,1,1,4,18857.14286
33900000,"Ashok Gardens Tokershi Jivraj Rd Sewri West Sindhu Nagar Parel Mumbai Maharashtra 400015, Sewri, Mumbai - Harbour Line, Maharashtra",960,2,2,1,1,4,35312.5
21500000,"Akurli Industry Estate, Kandivali East, Mumbai, Maharashtra 400101, Kandivali East, Mumbai - North Mumbai, Maharashtra",1125,2,2,1,1,3,19111.11111
14000000,"yogi hills, Mulund West, Mumbai - Central Line, Maharashtra",750,2,2,1,1,1,18666.66667
22500000,"Goregaon Mulund Link Road, B 129 Laxmi Heights, Near Fortis Hospital Opp Registration Office, Mulund West, Mumbai, Maharashtra 400080, Mulund West, Mumbai - Central Line, Maharashtra",781,3,2,2,1,6,28809.21895
20000000,"tirumala habitats, lbs road, mulund west, Mulund West, Mumbai - Central Line, Maharashtra",1245,2,2,1,1,4,16064.25703
20000000,"Kalina, Santacruz East, Mumbai - Western Suburbs, Maharashtra",1100,2,2,1,1,1,18181.81818
41500000,"Near Ruparel Collage, Matunga West, Mumbai - South Mumbai, Maharashtra",1356,4,3,1,2,1,30604.71976
39000000,"Apollo - Athena, 3BHK, Deonar, Mumbai - Harbour Line, Maharashtra",1500,3,3,2,1,3,26000
20000000,"near samara Park haridas nagar bus stop borivali west, Haridas Nagar, Mumbai - North Mumbai, Maharashtra",1000,2,2,1,1,1,20000
17500000,"Goregaon West, Goregaon West, Mumbai - North Mumbai, Maharashtra",1250,2,2,3,1,3,14000
20800000,"Kanjurmarg East, Mumbai, Kanjurmarg East, Mumbai - Central Line, Maharashtra",809,2,2,2,1,3,25710.75402
90000000,"Dr Annie Besant Rd, Worli, Mumbai - South Mumbai, Maharashtra",2653,3,3,3,1,1,33923.85978
16400000,"maple height, Mulund West, Mumbai - Central Line, Maharashtra",1000,2,2,1,1,1,16400
24000000,"Mulund West, Mumbai, Mumbai, Maharashtra",1241,3,3,1,1,1,19339.24255
17500000,"Flat no.4, 1st floor, Good Earth CHS Ltd., Sindhi Society, Chembur, Mumbai-400071, Sindhi Society Chembur, Mumbai - Harbour Line, Maharashtra",980,2,2,1,1,0,17857.14286
38000000,"Udayanjali Cooperative Housing Society Anjali Layout Shahaji Raje Marg Vile Parle East Mumbai Maharashtra 400057, Vile Parle East, Mumbai - Western Suburbs, Maharashtra",1448,2,2,1,1,2,26243.09392
12000000,"Mumbai, Veena Nagar, Mumbai - Central Line, Maharashtra",750,2,2,1,1,1,16000
265000000,"Cuffe parade, Cuffe Parade, Mumbai - South Mumbai, Maharashtra",3000,4,5,3,1,1,88333.33333
14200000,"202 Rna Regency Park m g Road kandivali west Mumbai, Kandivali West, Mumbai - North Mumbai, Maharashtra",990,2,2,1,1,2,14343.43434
55000000,"Near Sidhivinauyak  Apts, Dadar West, Mumbai - South Mumbai, Maharashtra",1450,3,3,2,2,2,37931.03448
75000000,"Worli, Mumbai, Worli, Mumbai - South Mumbai, Maharashtra",3100,3,3,3,2,2,24193.54839
19000000,"NG Suncity Phase 3 chs ltd C wing flat no704 Farid estate Huzefa Nagar Kandivali East Mumbai 400101, Huzefa Nagar, Mumbai - North Mumbai, Maharashtra",1275,3,3,1,1,2,14901.96078
19000000,"LBS Marg, Opp Zynova Heart Hospital, Ghatkopar West, Ghatkopar West, Mumbai - Central Line, Maharashtra",800,2,2,1,1,1,23750
17500000,"Saki Vihar Road, Mumbai - Western Suburbs, Maharashtra",915,2,2,1,1,2,19125.68306
30000000,"Lalbaug, Lal Baug, Mumbai - South Mumbai, Maharashtra",812,2,2,1,1,1,36945.81281
29000000,"Andheri East, Mumbai, Andheri East, Mumbai - Western Suburbs, Maharashtra",1568,3,3,1,2,4,18494.89796
31500000,"Kandivali East, Mumbai, Kandivali East, Mumbai - North Mumbai, Maharashtra",1006,3,3,1,1,1,31312.12724
17500000,"Andheri West, Mumbai - Western Suburbs, Maharashtra",750,2,2,2,1,1,23333.33333
15000000,"Palm island 4 Royal Palms Aarey Milk Colony Near Orchid Mall Goregoan East Mumbai 400065, Royal Palms Estate, Mumbai - North Mumbai, Maharashtra",1688,3,3,1,1,2,8886.255924
14900000,"Dahisar East Mumbai, Ashok Van, Mumbai - North Mumbai, Maharashtra",1150,2,2,1,1,2,12956.52174
18000000,"Chembur, Mumbai - Harbour Line, Maharashtra",900,2,2,3,1,1,20000
9500000,"Dhanashree bldg, kandivali west, Sector 8 Charkop, Mumbai - North Mumbai, Maharashtra",600,2,2,1,1,1,15833.33333
35000000,"B/1601., Goregaon West, Mumbai - North Mumbai, Maharashtra",1417,3,3,4,2,3,24700.07057
29000000,"Satsang Tower Upper Govind Nagar Malad East Mumbai, Malad East, Mumbai - North Mumbai, Maharashtra",1600,3,3,1,1,1,18125
16000000,"Malad West, Mumbai - Western Suburbs, Maharashtra",620,2,2,1,1,1,25806.45161
22500000,"502/503 Mahavir Terrace, Andheri West, Mumbai - Western Suburbs, Maharashtra",700,3,2,1,2,1,32142.85714
32000000,"Matunga West Station, Matunga West, Mumbai - South Mumbai, Maharashtra",780,2,3,1,1,4,41025.64103
22500000,"Parel, Mumbai - South Mumbai, Maharashtra",900,2,2,1,1,1,25000
39900000,"Ghatkopar ( East ), Mumbai., Ghatkopar East, Mumbai - Central Line, Maharashtra",2014,3,3,1,2,2,19811.32075
21000000,"Thakur Society Damodar Park Ghatkopar West Mumbai Maharashtra India, Ghatkopar West, Mumbai - Central Line, Maharashtra",1260,3,2,1,1,2,16666.66667
31000000,"8th Flr, Jogeshwari West, Mumbai - Western Suburbs, Maharashtra",1500,3,4,1,3,2,20666.66667
18700000,"Marol, Mumbai - Western Suburbs, Maharashtra",1100,3,3,1,1,1,17000
18000000,"Nalasopara West, Mumbai - Mira Road and Beyond, Maharashtra",2250,3,3,1,1,1,8000
18500000,"Malad West, Malad West, Mumbai - Western Suburbs, Maharashtra",1275,3,3,1,1,1,14509.80392
16000000,"72/576, Motilal Nagar No.1, Road No. 1, Goregaon (west), Goregaon West, Mumbai - North Mumbai, Maharashtra",1200,3,2,1,1,1,13333.33333
16500000,"Runwal Forest LBS Road Kanjurmarg West Mumbai Maharashtra 400078, Kanjurmarg, Mumbai - Central Line, Maharashtra",1050,2,2,1,1,3,15714.28571
45000000,"Dindoshi, Goregaon East, Mumbai - Western Suburbs, Maharashtra",800,3,4,1,2,1,56250
19000000,"Jeevan Rachna CHS V P Road Near Khoja Jamat khana Andheri West Mumbai 400058, Andheri West, Mumbai - Western Suburbs, Maharashtra",900,2,2,1,1,1,21111.11111
18000000,"Garodia Nagar Ghatkopar East, Ghatkopar East, Mumbai - Central Line, Maharashtra",940,2,2,1,1,0,19148.93617
60000000,"Flat No c8  Malad West, Mumbai, Maharashtra",2350,4,4,1,2,1,25531.91489
50000000,"Lake View Bungalow Mahul Road Chembur Mumbai Maharashtra 400074, RCF Colony, Mumbai - Harbour Line, Maharashtra",1820,2,3,1,1,1,27472.52747
60000000,"Mulund West, Mumbai - Central Line, Maharashtra",3000,5,5,1,1,1,20000
100000000,"House 50A Ground Floor Old Khar SVRoad Khar West Mumbai 400052, Khar West, Mumbai - Western Suburbs, Maharashtra",2000,5,2,2,1,1,50000
15000000,"Shri Balaji Ashirwad, Bhandawada, nahar Nagar, Opp Mittal College malad west, Malad West, Mumbai - Western Suburbs, Maharashtra",800,2,2,1,1,2,18750
120000000,"Dream land Cooperative Housing Society Mulund West Mumbai Maharashtra 400081, Mulund, Mumbai - Central Line, Maharashtra",3600,8,8,1,8,1,33333.33333
19000000,"Kurla West, Mumbai., Kurla, Mumbai - Central Line, Maharashtra",1100,2,2,1,1,1,17272.72727
14500000,"Flat Number 10th 2nd Floor B Wing The New Shrenik Cooperative Housing Society Ashok Nagar Mulund West Mumbai 400080, Vaithara Nagar, Mumbai - Central Line, Maharashtra",1100,2,2,1,2,1,13181.81818
31000000,"501 Sangam Building pandurang wadi, Pandurang Wadi, Mumbai - North Mumbai, Maharashtra",1240,3,3,1,1,2,25000
22500000,"Mulund West, Mumbai - Central Line, Maharashtra",900,2,2,1,1,1,25000
21600000,"Vakola, Santacruz East, Near BKC, Mumbai Southwest, Santacruz East, Mumbai - Western Suburbs, Maharashtra",1200,2,2,1,1,1,18000
4600000,"Virar, Mumbai - Mira Road and Beyond, Maharashtra",875,2,2,1,1,1,5257.142857
7100000,"yashwant nagar, Rose Building, Virar West, Virar West, Mumbai - Mira Road and Beyond, Maharashtra",1100,2,2,2,1,1,6454.545455
53000000,"Nutan Jeevan Society, Vileparle West, Mumbai:400056, Irla, Mumbai - Western Suburbs, Maharashtra",1800,4,5,3,2,1,29444.44444
4500000,"Residency Park, HDIL, Narangi Bypass Rd, Dongarpada, Rustomjee Global City, Virar West, Virar, Maharashtra 401303, Virar West, Mumbai - Mira Road and Beyond, Maharashtra",865,2,2,3,1,1,5202.312139
18000000,"Mulund West, Mumbai - Central Line, Maharashtra",735,2,2,1,1,1,24489.79592
30000000,"Utkarsh Mandal chowk, Vile parle East Mumbai 400057, Vile Parle East, Mumbai - Western Suburbs, Maharashtra",905,2,2,1,1,1,33149.17127
22500000,"Malad East, Malad East, Mumbai - North Mumbai, Maharashtra",855,2,2,1,1,2,26315.78947
27500000,"next to leela business park, Andheri East, Mumbai - Western Suburbs, Maharashtra",792,3,3,1,1,1,34722.22222
10000000,"Radhabai Kishnani Chowk, Station Road, Near Dassera Maidan, Ulhasnagar - 421003, Ulhasnagar, Mumbai - Around Mumbai, Maharashtra",2000,3,3,2,1,1,5000
68000000,"Sindhu Nagar, Mumbai - South Mumbai, Maharashtra",2090,3,4,2,2,1,32535.88517
16000000,"Marol, Mumbai - Western Suburbs, Maharashtra",720,2,2,1,1,1,22222.22222
21000000,"Andheri East, Mumbai, Andheri East, Mumbai - Western Suburbs, Maharashtra",1491,3,3,1,2,2,14084.50704
11000000,"Kurla East, Mumbai - Central Line, Maharashtra",920,2,2,1,1,1,11956.52174
23000000,"Mumbai, Santacruz East, Mumbai - Western Suburbs, Maharashtra",800,2,2,1,1,1,28750
80000000,"1302, Wadala, Mumbai - Harbour Line, Maharashtra",1950,3,4,3,1,1,41025.64103
15000000,"Chembur, Mumbai - Harbour Line, Maharashtra",590,2,2,1,1,1,25423.72881
3400000,"601 A/4 Talaopali Rd Near M M valleyKausa Mumbra, Mumbra East, Mumbai - Around Mumbai, Maharashtra",560,2,2,1,1,1,6071.428571
13500000,"N/502., Bhandup West, Mumbai - Central Line, Maharashtra",790,2,2,1,1,1,17088.60759
14000000,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1425,3,3,1,1,1,9824.561404
17500000,"B 303., Ghatkopar West, Mumbai - Central Line, Maharashtra",1000,2,2,1,1,1,17500
8300000,"603., Thane, Mumbai, Maharashtra",715,2,2,1,1,1,11608.39161
25000000,"Cotton Green Zakaria B, Mumbai - Harbour Line, Maharashtra",1070,2,2,1,2,1,23364.48598
7800000,"Suncity vasai west, Vasai West, Mumbai - Mira Road and Beyond, Maharashtra",1045,2,2,3,1,1,7464.114833
7000000,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",600,2,2,1,1,1,11666.66667
34000000,"Bandra East, Mumbai - Western Suburbs, Maharashtra",850,2,2,1,1,1,40000
12000000,"Qureshi Nagar, Mumbai - Harbour Line, Maharashtra",920,2,2,2,1,2,13043.47826
26000000,"Malad, Mumbai - North Mumbai, Maharashtra",1400,3,3,3,1,1,18571.42857
16500000,"Marol, Mumbai - Western Suburbs, Maharashtra",1300,4,3,1,1,1,12692.30769
40000000,"Eugenia Building I C Colony, Borivali West Mumbai, Maharashtra 400103, Borivali West, Mumbai - Western Suburbs, Maharashtra",1600,4,4,1,1,1,25000
26000000,"Chembur, Mumbai, Chembur East, Mumbai, Maharashtra",700,2,2,1,1,6,37142.85714
13000000,"Virar, Mumbai - Mira Road and Beyond, Maharashtra",1500,3,3,1,1,1,8666.666667
3950000,"Avenue L1, Global City, Virar West., Virar, Mumbai - Mira Road and Beyond, Maharashtra",911,2,2,2,1,1,4335.894621
5000000,"Virar West, Mumbai, Y K Nagar, Mumbai - Mira Road and Beyond, Maharashtra",835,2,2,3,1,2,5988.023952
22000000,"402., Sion East, Mumbai - Central Mumbai, Maharashtra",1000,2,2,3,1,1,22000
4200000,"Sankalp Society, Virat Nagar, Virar West, Mumbai - Mira Road and Beyond, Maharashtra",590,2,2,1,1,1,7118.644068
14000000,"Nilgiri C Wing, Opp.Customs Colony, Marol Andheri East, Mumbai 400072, Andheri East, Mumbai - Western Suburbs, Maharashtra",1063,2,2,1,1,2,13170.27281
62500000,"6-A, Dayaneswar Rd, Gulmohar Road, MHADA Colony, Juhu, Mumbai, Maharashtra 400049, Vile Parle, Mumbai - Western Suburbs, Maharashtra",1236,3,3,3,1,2,50566.34304
17000000,"flat no 807, wing A, Ambedkar Nagar, Mumbai - North Mumbai, Maharashtra",1145,2,2,2,1,5,14847.16157
18500000,"Kandivali East, Mumbai - North Mumbai, Maharashtra",1005,2,2,1,1,1,18407.9602
4600000,"Nalanda, Mittal Enclave, Naigaon East, Mumbai - Mira Road and Beyond, Maharashtra",710,2,2,1,1,1,6478.873239
12600000,"Bhandup West, Mumbai - Central Line, Maharashtra",1058,2,2,1,2,1,11909.26276
40000000,"K R D Marg, Parel, Mumbai 400012., Parel, Mumbai - South Mumbai, Maharashtra",1000,3,3,1,1,1,40000
8500000,"Phase 11 new Holden nest, Golden Nest, Mumbai - Mira Road and Beyond, Maharashtra",910,2,2,1,1,1,9340.659341
17000000,"Chembur, Mumbai - Harbour Line, Maharashtra",930,2,2,1,1,1,18279.56989
50000000,"Parel, Mumbai - South Mumbai, Maharashtra",834,2,2,1,1,1,59952.03837
24000000,"Dosti acres, Aster coop HSG society, s m road, Wadala East Mumbai 400037, Wadala, Mumbai - Harbour Line, Maharashtra",1268,2,2,1,1,1,18927.44479
25000000,"602, Kandivali East, Mumbai - North Mumbai, Maharashtra",1209,2,2,1,1,4,20678.24648
19500000,"Suman Nagar - Juhu, Mumbai - Western Suburbs, Maharashtra",990,2,2,1,1,1,19696.9697
27000000,"Borivali East, Mumbai - Western Suburbs, Maharashtra",1325,2,3,4,1,1,20377.35849
9000000,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",795,2,2,1,1,1,11320.75472
10000000,"Malvani, Mumbai - North Mumbai, Maharashtra",930,2,2,3,1,1,10752.68817
24500000,"Chembur, Mumbai - Harbour Line, Maharashtra",1316,3,3,1,1,1,18617.02128
11500000,"Kurla East, Mumbai - Central Line, Maharashtra",950,2,2,1,1,1,12105.26316
27500000,"Seven Bungalows, j.p.road, Andheri west, mumbai, Andheri West, Mumbai - Western Suburbs, Maharashtra",1400,3,2,1,1,1,19642.85714
27500000,"Subhash nagar, chembur east, Chembur, Mumbai - Harbour Line, Maharashtra",1395,2,2,3,1,1,19713.26165
14500000,"Kandivali East, Mumbai - North Mumbai, Maharashtra",840,2,2,1,1,1,17261.90476
135000000,"Cuffe Parade, Mumbai, Cuffe Parade, Mumbai - South Mumbai, Maharashtra",1735,3,3,1,1,1,77809.79827
8230000,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",882,2,2,1,1,1,9331.06576
8400000,"Samruddi Blg Poonam Garden SK stone, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1044,2,2,4,1,1,8045.977011
16000000,"Chembur, Mumbai, Shell Colony, Mumbai - Harbour Line, Maharashtra",930,2,3,1,1,1,17204.30108
13000000,"Kandivali East, Mumbai - North Mumbai, Maharashtra",915,2,2,1,1,1,14207.65027
15000000,"Ahuja Oceanic Tower, Charkop, Sector 8, Kandivali West, Kandivali West, Mumbai - North Mumbai, Maharashtra",1080,2,2,1,1,4,13888.88889
15500000,"Ghatkopar East, Mumbai - Central Line, Maharashtra",620,2,2,1,1,1,25000
27500000,"L1., Mahim, Mumbai - Central Mumbai, Maharashtra",700,2,2,1,1,0,39285.71429
14000000,"Flat Number F1 701 7th Floor Highland Park G G S Marg Amar Nagar Mulund West Mumbai 400082, Amar Nagar - Mulund West, Mumbai - Central Line, Maharashtra",850,2,2,1,2,1,16470.58824
13100000,"beverly park, next to cinemax, kanakia road, mira road, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1425,3,3,1,1,1,9192.982456
10000000,"3rd Floor, Sai Riddhi Complex, Opp Post Office, Nr. Rly Station, Mira Rd. East. 401107, Sector 1-Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",975,2,2,1,1,1,10256.41026
11100000,"Near by oscar hospital, bhavrakar road kandivali west, Kandivali West, Mumbai - North Mumbai, Maharashtra",557,2,2,1,1,1,19928.18671
35000000,"Wadala, Mumbai, Wadala East, Mumbai - Harbour Line, Maharashtra",1276,3,2,5,4,4,27429.46708
6500000,"Mangeshi City 3 Adharwadi Kalyan West, Kalyan, Mumbai - Around Mumbai, Maharashtra",1020,2,2,1,1,2,6372.54902
28000000,"Kanjurmarg East, Mumbai, Kanjurmarg East, Mumbai - Central Line, Maharashtra",1920,3,4,2,1,3,14583.33333
76000000,"Hiranandani Gardens, Powai, Hiranandani Gardens, Mumbai - Western Suburbs, Maharashtra",2200,4,4,2,3,3,34545.45455
22000000,"Near Ram Mandir Station, Mrinaltai Flyover, Off S. V. Road, Goregaon West, Mumbai, Goregaon West, Mumbai - North Mumbai, Maharashtra",1088,2,2,3,1,1,20220.58824
42500000,"Parel, Mumbai, Parel, Mumbai - South Mumbai, Maharashtra",1672,3,3,1,1,2,25418.66029
36000000,"Mahalakshmi, Mumbai, Mahalakshmi, Mumbai - South Mumbai, Maharashtra",760,2,2,1,1,6,47368.42105
12600000,"Kanjurmarg West, Mumbai, Kanjurmarg West, Mumbai - Central Line, Maharashtra",1060,2,2,1,1,6,11886.79245
28000000,"sion, Sion, Mumbai - Central Mumbai, Maharashtra",1024,3,3,1,1,2,27343.75
17800000,"Chembur, Mumbai, Chembur East, Mumbai, Maharashtra",1265,2,2,1,1,2,14071.14625
13600000,"Dosti ORO 67, opp. Rock enclave, Bandar Pakhadi Road, Kandivali West, Kandivali West, Mumbai - North Mumbai, Maharashtra",874,2,2,1,1,2,15560.64073
27500000,"Chandivali, Mumbai, Chandivali, Mumbai - Central Line, Maharashtra",1323,3,3,1,1,4,20786.09221
19000000,"Mumbai, Andheri East, Mumbai - Western Suburbs, Maharashtra",1550,3,3,1,1,1,12258.06452
12500000,"CODENAME - UNBELIEVABLE Plot. No. 343, Gymkhana Off, Swamy Vivekananda Rd, near Trishul Bunglows, Sindhi Society, Chembur, Mumbai, Maharashtra 400071, India, Sindhi Society Chembur, Mumbai - Harbour Line, Maharashtra",955,2,2,1,1,6,13089.00524
11700000,"Dosti ORO 67, opp. Rock enclave, Bandar Pakhadi Road, Kandivali West, Kandivali West, Mumbai - North Mumbai, Maharashtra",900,2,2,1,1,3,13000
17100000,"Mulund West, Mumbai, Mulund West, Mumbai - Central Line, Maharashtra",1000,2,2,1,1,10,17100
38500000,"Borivali East, Mumbai, Magathane, Mumbai - North Mumbai, Maharashtra",1400,3,3,4,2,3,27500
80000000,"Prabhadevi, Mumbai, Prabhadevi, Mumbai - South Mumbai, Maharashtra",2520,3,4,1,2,6,31746.03175
19000000,"Gokuldham Colony, K. V. Marg, Goregaon - East - Mumbai - 400063, Gokuldham, Mumbai - North Mumbai, Maharashtra",1372,3,3,1,1,2,13848.3965
22500000,"Malad West, Mumbai, Kanchpada, Mumbai - North Mumbai, Maharashtra",805,2,2,1,1,4,27950.31056
13500000,"wadala, Wadala, Mumbai - Harbour Line, Maharashtra",600,2,2,1,1,4,22500
25500000,"Versova, Mumbai, Versova, Mumbai - Western Suburbs, Maharashtra",1300,2,2,1,1,3,19615.38462
31000000,"SAI SAMAST, C.T.S.No.328, ST ROAD, BEHIND OASIS RESTUARENT, GANESHWADI, DEONAR, MUMBAI 400088, Chembur, Mumbai - Harbour Line, Maharashtra",1450,3,3,3,3,4,21379.31034
9000000,"Mira Road, Mumbai, Ramdev Park, Mumbai - Mira Road and Beyond, Maharashtra",1160,2,2,3,1,2,7758.62069
12500000,"Mulund West, Mumbai, Mulund West, Mumbai - Central Line, Maharashtra",568,2,2,1,1,2,22007.04225
12500000,"Near Kanjurmarg Railway Station East, Kanjurmarg East, Mumbai - Central Line, Maharashtra",900,2,2,1,1,3,13888.88889
51800000,"Bandra East, Mumbai, Kala Nagar, Mumbai - Western Suburbs, Maharashtra",1300,3,3,1,2,3,39846.15385
